Robot {73 39 -17 38} should be here: 90, 28 in quadrant 3
Robot {100 64 68 -47} should be here: 32, 102 in quadrant 2
Robot {38 30 87 89} should be here: 52, 72 in quadrant 4
Robot {69 8 -30 72} should be here: 99, 101 in quadrant 4
Robot {54 71 -37 62} should be here: 91, 91 in quadrant 4
Robot {37 68 -65 85} should be here: 1, 19 in quadrant 1
Robot {81 56 62 54} should be here: 19, 100 in quadrant 2
Robot {41 1 42 10} should be here: 100, 74 in quadrant 4
Robot {7 94 31 59} should be here: 77, 20 in quadrant 3
Robot {7 17 18 16} should be here: 90, 72 in quadrant 4
Robot {41 42 -29 38} should be here: 70, 31 in quadrant 3
Robot {17 25 -63 60} should be here: 80, 51
Robot {72 22 87 5} should be here: 86, 7 in quadrant 3
Robot {6 42 -70 42} should be here: 76, 19 in quadrant 3
Robot {100 87 -98 -59} should be here: 97, 58 in quadrant 4
Robot {35 88 15 -86} should be here: 20, 37 in quadrant 1
Robot {50 68 -1 -79} should be here: 51, 99 in quadrant 4
Robot {30 29 -86 30} should be here: 15, 42 in quadrant 1
Robot {40 90 -29 -78} should be here: 69, 15 in quadrant 3
Robot {51 80 -88 -52} should be here: 38, 30 in quadrant 1
Robot {10 15 -45 -25} should be here: 55, 90 in quadrant 4
Robot {50 88 29 -75} should be here: 21, 4 in quadrant 1
Robot {4 16 17 -31} should be here: 88, 6 in quadrant 3
Robot {73 34 62 -46} should be here: 11, 69 in quadrant 2
Robot {81 90 -2 9} should be here: 83, 63 in quadrant 4
Robot {25 101 87 29} should be here: 39, 14 in quadrant 1
Robot {68 9 -2 -5} should be here: 70, 24 in quadrant 3
Robot {80 61 98 -4} should be here: 83, 73 in quadrant 4
Robot {35 17 -78 78} should be here: 12, 92 in quadrant 2
Robot {4 41 89 -61} should be here: 16, 18 in quadrant 1
Robot {76 22 -81 60} should be here: 56, 48 in quadrant 3
Robot {54 9 57 75} should be here: 98, 93 in quadrant 4
Robot {69 18 41 -1} should be here: 28, 21 in quadrant 1
Robot {77 46 25 38} should be here: 52, 35 in quadrant 3
Robot {69 58 67 7} should be here: 2, 37 in quadrant 1
Robot {4 97 90 -1} should be here: 15, 100 in quadrant 2
Robot {90 65 -12 66} should be here: 1, 73 in quadrant 2
Robot {63 82 96 -95} should be here: 68, 58 in quadrant 4
Robot {15 84 -55 -29} should be here: 70, 68 in quadrant 4
Robot {81 13 33 7} should be here: 48, 95 in quadrant 2
Robot {82 33 91 53} should be here: 92, 80 in quadrant 4
Robot {3 51 -69 -15} should be here: 72, 96 in quadrant 4
Robot {68 102 12 3} should be here: 56, 93 in quadrant 4
Robot {2 52 -52 79} should be here: 54, 21 in quadrant 3
Robot {79 56 -74 -76} should be here: 52, 78 in quadrant 4
Robot {69 29 -73 9} should be here: 41, 2 in quadrant 1
Robot {34 35 72 73} should be here: 63, 22 in quadrant 3
Robot {93 83 97 -42} should be here: 97, 3 in quadrant 3
Robot {95 63 17 77} should be here: 78, 38 in quadrant 3
Robot {80 101 32 44} should be here: 48, 72 in quadrant 2
Robot {51 57 -22 3} should be here: 73, 48 in quadrant 3
Robot {95 79 -40 -25} should be here: 34, 51
Robot {65 101 -2 -40} should be here: 67, 15 in quadrant 3
Robot {91 74 -46 -63} should be here: 36, 57 in quadrant 2
Robot {69 74 56 63} should be here: 13, 91 in quadrant 2
Robot {12 86 31 55} should be here: 82, 24 in quadrant 3
Robot {13 32 -57 8} should be here: 70, 8 in quadrant 3
Robot {21 29 30 38} should be here: 92, 18 in quadrant 3
Robot {67 28 -32 -96} should be here: 99, 7 in quadrant 3
Robot {41 86 -15 -48} should be here: 56, 24 in quadrant 3
Robot {7 82 -40 -90} should be here: 47, 43 in quadrant 1
Robot {64 60 63 5} should be here: 1, 45 in quadrant 1
Robot {29 48 -43 1} should be here: 72, 45 in quadrant 3
Robot {1 28 46 -46} should be here: 56, 63 in quadrant 4
Robot {48 63 -51 -26} should be here: 99, 38 in quadrant 3
Robot {67 54 40 -75} should be here: 27, 73 in quadrant 2
Robot {91 63 -32 13} should be here: 22, 24 in quadrant 1
Robot {51 94 43 -29} should be here: 8, 78 in quadrant 2
Robot {28 12 -71 34} should be here: 99, 13 in quadrant 3
Robot {98 99 17 -59} should be here: 81, 70 in quadrant 4
Robot {53 0 90 -80} should be here: 64, 34 in quadrant 3
Robot {86 76 47 39} should be here: 39, 62 in quadrant 2
Robot {59 69 56 -60} should be here: 3, 43 in quadrant 1
Robot {80 55 50 50} should be here: 30, 8 in quadrant 1
Robot {89 23 25 91} should be here: 64, 59 in quadrant 4
Robot {79 97 -10 -74} should be here: 89, 10 in quadrant 3
Robot {13 69 -92 89} should be here: 4, 8 in quadrant 1
Robot {22 102 -36 83} should be here: 58, 59 in quadrant 4
Robot {7 82 -67 93} should be here: 74, 9 in quadrant 3
Robot {85 85 69 -2} should be here: 16, 91 in quadrant 2
Robot {37 40 -58 -31} should be here: 95, 30 in quadrant 3
Robot {70 31 42 -45} should be here: 28, 63 in quadrant 2
Robot {57 95 12 33} should be here: 45, 99 in quadrant 2
Robot {21 93 -64 -40} should be here: 85, 7 in quadrant 3
Robot {47 29 14 57} should be here: 33, 64 in quadrant 2
Robot {5 101 -42 -56} should be here: 47, 63 in quadrant 2
Robot {78 53 -39 73} should be here: 16, 40 in quadrant 1
Robot {92 34 5 -16} should be here: 87, 82 in quadrant 4
Robot {77 98 17 57} should be here: 60, 30 in quadrant 3
Robot {69 11 -72 -14} should be here: 40, 53 in quadrant 2
Robot {65 41 99 -15} should be here: 67, 86 in quadrant 4
Robot {66 90 -9 9} should be here: 75, 63 in quadrant 4
Robot {76 62 98 -22} should be here: 79, 25 in quadrant 3
Robot {22 35 -78 84} should be here: 100, 92 in quadrant 4
Robot {72 95 -38 -17} should be here: 9, 43 in quadrant 1
Robot {59 35 12 -30} should be here: 47, 22 in quadrant 1
Robot {52 94 -59 67} should be here: 10, 99 in quadrant 2
Robot {52 100 77 -25} should be here: 76, 72 in quadrant 4
Robot {16 62 -50 -91} should be here: 66, 26 in quadrant 3
Robot {57 23 -59 -77} should be here: 15, 48 in quadrant 1
Robot {90 38 -33 -46} should be here: 22, 73 in quadrant 2
Robot {55 39 85 -99} should be here: 71, 27 in quadrant 3
Robot {13 84 -92 -59} should be here: 4, 55 in quadrant 2
Robot {62 48 42 2} should be here: 20, 42 in quadrant 1
Robot {4 13 62 86} should be here: 43, 64 in quadrant 2
Robot {74 0 -24 -55} should be here: 98, 62 in quadrant 4
Robot {22 87 95 48} should be here: 28, 46 in quadrant 1
Robot {20 73 -32 -34} should be here: 52, 72 in quadrant 4
Robot {19 81 -6 -33} should be here: 25, 77 in quadrant 2
Robot {42 82 65 32} should be here: 78, 89 in quadrant 4
Robot {52 45 -80 -27} should be here: 31, 23 in quadrant 1
Robot {3 35 18 30} should be here: 86, 48 in quadrant 3
Robot {70 77 41 -18} should be here: 29, 28 in quadrant 1
Robot {9 48 -39 -30} should be here: 48, 35 in quadrant 1
Robot {39 7 43 -28} should be here: 97, 91 in quadrant 4
Robot {98 102 -47 29} should be here: 44, 15 in quadrant 1
Robot {37 39 -8 -66} should be here: 45, 31 in quadrant 1
Robot {75 47 -17 -41} should be here: 92, 67 in quadrant 4
Robot {70 102 -15 -84} should be here: 85, 45 in quadrant 3
Robot {24 39 -64 -15} should be here: 88, 84 in quadrant 4
Robot {70 91 76 56} should be here: 95, 26 in quadrant 3
Robot {25 98 65 41} should be here: 61, 78 in quadrant 4
Robot {88 60 -4 88} should be here: 92, 2 in quadrant 3
Robot {82 79 -97 18} should be here: 78, 25 in quadrant 3
Robot {7 11 -78 90} should be here: 85, 50 in quadrant 3
Robot {41 35 65 38} should be here: 77, 24 in quadrant 3
Robot {92 23 65 -65} should be here: 27, 12 in quadrant 1
Robot {82 40 26 -31} should be here: 56, 30 in quadrant 3
Robot {42 27 26 -40} should be here: 16, 44 in quadrant 1
Robot {92 102 32 67} should be here: 60, 4 in quadrant 3
Robot {64 88 -74 -17} should be here: 37, 36 in quadrant 1
Robot {30 41 81 -15} should be here: 50, 86
Robot {26 8 73 -70} should be here: 54, 12 in quadrant 3
Robot {44 10 -51 -50} should be here: 95, 57 in quadrant 4
Robot {15 10 15 -58} should be here: 0, 81 in quadrant 2
Robot {34 102 72 -32} should be here: 63, 95 in quadrant 4
Robot {40 73 -43 -52} should be here: 83, 23 in quadrant 3
Robot {47 63 87 -22} should be here: 61, 26 in quadrant 3
Robot {90 43 -83 -76} should be here: 72, 65 in quadrant 4
Robot {24 93 -58 90} should be here: 82, 29 in quadrant 3
Robot {37 15 -15 52} should be here: 52, 65 in quadrant 4
Robot {71 45 -59 42} should be here: 29, 22 in quadrant 1
Robot {6 14 -92 10} should be here: 98, 87 in quadrant 4
Robot {34 20 -14 7} should be here: 48, 102 in quadrant 2
Robot {22 4 -93 -51} should be here: 14, 54 in quadrant 2
Robot {60 91 -23 -13} should be here: 83, 27 in quadrant 3
Robot {35 54 -42 69} should be here: 77, 53 in quadrant 4
Robot {34 9 51 79} should be here: 84, 81 in quadrant 4
Robot {29 65 58 16} should be here: 72, 17 in quadrant 3
Robot {96 5 -67 31} should be here: 62, 15 in quadrant 3
Robot {22 19 -6 7} should be here: 28, 101 in quadrant 2
Robot {63 62 27 41} should be here: 36, 42 in quadrant 1
Robot {94 0 32 71} should be here: 62, 96 in quadrant 4
Robot {31 24 -64 -73} should be here: 95, 37 in quadrant 3
Robot {51 39 94 82} should be here: 58, 102 in quadrant 4
Robot {37 44 -79 -34} should be here: 15, 43 in quadrant 1
Robot {77 33 37 -8} should be here: 40, 57 in quadrant 2
Robot {67 78 34 -78} should be here: 33, 3 in quadrant 1
Robot {25 57 23 -17} should be here: 2, 5 in quadrant 1
Robot {23 57 -70 -91} should be here: 93, 21 in quadrant 3
Robot {12 28 -93 -61} should be here: 4, 5 in quadrant 1
Robot {37 44 58 -57} should be here: 80, 9 in quadrant 3
Robot {27 81 28 63} should be here: 100, 98 in quadrant 4
Robot {68 50 -44 42} should be here: 11, 27 in quadrant 1
Robot {89 10 11 22} should be here: 78, 47 in quadrant 3
Robot {40 51 -38 55} should be here: 78, 92 in quadrant 4
Robot {91 64 55 5} should be here: 36, 49 in quadrant 1
Robot {11 94 96 79} should be here: 16, 63 in quadrant 2
Robot {3 90 3 78} should be here: 0, 62 in quadrant 2
Robot {51 58 -51 77} should be here: 1, 33 in quadrant 1
Robot {87 42 60 -91} should be here: 27, 6 in quadrant 1
Robot {35 87 73 91} should be here: 63, 20 in quadrant 3
Robot {38 27 -66 57} should be here: 3, 62 in quadrant 2
Robot {71 71 84 -10} should be here: 88, 101 in quadrant 4
Robot {39 65 79 -64} should be here: 61, 51
Robot {22 37 69 -72} should be here: 54, 47 in quadrant 3
Robot {65 21 53 -31} should be here: 12, 11 in quadrant 1
Robot {35 3 27 -42} should be here: 8, 26 in quadrant 1
Robot {80 33 67 17} should be here: 13, 85 in quadrant 2
Robot {8 87 -20 -9} should be here: 28, 11 in quadrant 1
Robot {59 63 73 50} should be here: 87, 16 in quadrant 3
Robot {58 34 48 -88} should be here: 10, 92 in quadrant 2
Robot {93 102 11 29} should be here: 82, 15 in quadrant 3
Robot {53 81 -1 59} should be here: 54, 7 in quadrant 3
Robot {4 20 -47 62} should be here: 51, 40 in quadrant 3
Robot {23 29 -20 -81} should be here: 43, 66 in quadrant 2
Robot {61 89 78 59} should be here: 84, 15 in quadrant 3
Robot {34 72 85 19} should be here: 50, 15
Robot {52 41 -36 31} should be here: 88, 51
Robot {50 48 57 -4} should be here: 94, 60 in quadrant 4
Robot {95 64 97 58} should be here: 99, 96 in quadrant 4
Robot {17 36 -78 -80} should be here: 95, 70 in quadrant 4
Robot {60 85 50 -44} should be here: 10, 11 in quadrant 1
Robot {31 22 46 -15} should be here: 86, 67 in quadrant 4
Robot {78 78 -22 -56} should be here: 100, 40 in quadrant 3
Robot {80 44 14 -2} should be here: 66, 50 in quadrant 3
Robot {57 45 -52 73} should be here: 8, 32 in quadrant 1
Robot {81 42 -41 -36} should be here: 21, 47 in quadrant 1
Robot {67 102 9 20} should be here: 58, 42 in quadrant 3
Robot {0 20 -26 30} should be here: 26, 33 in quadrant 1
Robot {80 64 4 55} should be here: 76, 2 in quadrant 3
Robot {93 67 -20 83} should be here: 12, 24 in quadrant 1
Robot {48 57 -94 68} should be here: 41, 59 in quadrant 2
Robot {28 14 -57 -93} should be here: 85, 87 in quadrant 4
Robot {2 22 -12 -61} should be here: 14, 102 in quadrant 2
Robot {78 62 -68 -54} should be here: 45, 18 in quadrant 1
Robot {0 22 68 91} should be here: 33, 58 in quadrant 2
Robot {14 22 -49 91} should be here: 63, 58 in quadrant 4
Robot {85 48 -90 -15} should be here: 74, 93 in quadrant 4
Robot {89 6 -11 79} should be here: 100, 78 in quadrant 4
Robot {81 89 98 82} should be here: 84, 49 in quadrant 3
Robot {1 14 89 87} should be here: 13, 62 in quadrant 2
Robot {11 48 12 -11} should be here: 100, 81 in quadrant 4
Robot {57 21 -63 73} should be here: 19, 8 in quadrant 1
Robot {42 5 -77 -46} should be here: 18, 40 in quadrant 1
Robot {40 6 6 7} should be here: 34, 88 in quadrant 2
Robot {83 56 -68 -75} should be here: 50, 75
Robot {17 5 88 -9} should be here: 30, 32 in quadrant 1
Robot {38 16 -29 -81} should be here: 67, 53 in quadrant 4
Robot {85 45 -68 -91} should be here: 52, 9 in quadrant 3
Robot {75 0 -24 -9} should be here: 99, 27 in quadrant 3
Robot {77 98 -82 86} should be here: 58, 46 in quadrant 3
Robot {57 25 95 -65} should be here: 63, 14 in quadrant 3
Robot {72 13 -4 -31} should be here: 76, 3 in quadrant 3
Robot {51 7 -52 52} should be here: 2, 57 in quadrant 2
Robot {62 39 -10 88} should be here: 72, 84 in quadrant 4
Robot {23 54 99 -57} should be here: 25, 19 in quadrant 1
Robot {43 29 86 -88} should be here: 58, 87 in quadrant 4
Robot {86 39 69 23} should be here: 17, 73 in quadrant 2
Robot {64 91 -32 -21} should be here: 96, 51
Robot {61 36 78 -69} should be here: 84, 37 in quadrant 3
Robot {71 8 84 36} should be here: 88, 3 in quadrant 3
Robot {20 46 22 47} should be here: 99, 8 in quadrant 3
Robot {54 64 85 62} should be here: 70, 84 in quadrant 4
Robot {62 27 63 -54} should be here: 100, 86 in quadrant 4
Robot {81 67 42 70} should be here: 39, 63 in quadrant 2
Robot {44 26 43 68} should be here: 1, 28 in quadrant 1
Robot {2 45 89 31} should be here: 14, 55 in quadrant 2
Robot {0 59 -91 -13} should be here: 91, 98 in quadrant 4
Robot {35 92 72 -78} should be here: 64, 17 in quadrant 3
Robot {48 38 86 -95} should be here: 63, 14 in quadrant 3
Robot {66 15 -37 -58} should be here: 2, 86 in quadrant 2
Robot {57 94 -66 91} should be here: 22, 27 in quadrant 1
Robot {100 12 45 72} should be here: 55, 2 in quadrant 3
Robot {93 5 -32 -59} should be here: 24, 79 in quadrant 2
Robot {8 24 -63 -85} should be here: 71, 73 in quadrant 4
Robot {69 6 5 75} should be here: 64, 90 in quadrant 4
Robot {59 84 49 -52} should be here: 10, 34 in quadrant 1
Robot {0 66 74 -13} should be here: 27, 2 in quadrant 1
Robot {69 43 71 -23} should be here: 99, 9 in quadrant 3
Robot {11 95 -9 -60} should be here: 20, 69 in quadrant 2
Robot {65 30 84 -73} should be here: 82, 43 in quadrant 3
Robot {91 65 -76 -14} should be here: 66, 4 in quadrant 3
Robot {80 44 55 50} should be here: 25, 100 in quadrant 2
Robot {13 26 44 -23} should be here: 70, 95 in quadrant 4
Robot {11 93 25 57} should be here: 87, 25 in quadrant 3
Robot {30 62 -9 -3} should be here: 39, 71 in quadrant 2
Robot {43 69 -57 -52} should be here: 100, 19 in quadrant 3
Robot {98 19 -90 14} should be here: 87, 80 in quadrant 4
Robot {44 83 -30 24} should be here: 74, 11 in quadrant 3
Robot {7 36 -71 15} should be here: 78, 94 in quadrant 4
Robot {50 67 -37 -71} should be here: 87, 74 in quadrant 4
Robot {54 92 -68 37} should be here: 21, 84 in quadrant 2
Robot {58 47 78 46} should be here: 81, 12 in quadrant 3
Robot {95 10 48 -67} should be here: 47, 5 in quadrant 1
Robot {36 79 94 40} should be here: 43, 62 in quadrant 2
Robot {37 35 58 -57} should be here: 80, 0 in quadrant 3
Robot {16 40 -93 -25} should be here: 8, 12 in quadrant 1
Robot {82 22 -67 -54} should be here: 48, 81 in quadrant 2
Robot {66 15 41 41} should be here: 25, 98 in quadrant 2
Robot {29 37 44 49} should be here: 86, 96 in quadrant 4
Robot {82 10 79 63} should be here: 3, 27 in quadrant 1
Robot {37 95 43 -36} should be here: 95, 100 in quadrant 4
Robot {13 14 -5 -66} should be here: 18, 6 in quadrant 1
Robot {60 93 85 29} should be here: 76, 6 in quadrant 3
Robot {46 83 21 -67} should be here: 25, 78 in quadrant 2
Robot {75 74 -68 93} should be here: 42, 1 in quadrant 1
Robot {88 53 43 -8} should be here: 45, 77 in quadrant 2
Robot {47 67 -22 -83} should be here: 69, 7 in quadrant 3
Robot {8 93 31 2} should be here: 78, 87 in quadrant 4
Robot {88 38 -29 51} should be here: 16, 91 in quadrant 2
Robot {65 6 53 74} should be here: 12, 93 in quadrant 2
Robot {20 28 94 -54} should be here: 27, 87 in quadrant 2
Robot {63 64 -14 77} should be here: 77, 39 in quadrant 3
Robot {56 93 -64 -63} should be here: 19, 76 in quadrant 2
Robot {25 0 -99 -62} should be here: 23, 83 in quadrant 2
Robot {40 90 37 -59} should be here: 3, 61 in quadrant 2
Robot {72 29 -60 -88} should be here: 31, 87 in quadrant 2
Robot {42 6 65 -43} should be here: 78, 32 in quadrant 3
Robot {51 37 -66 -46} should be here: 16, 72 in quadrant 2
Robot {32 1 -14 -28} should be here: 46, 85 in quadrant 2
Robot {10 42 23 58} should be here: 88, 74 in quadrant 4
Robot {7 31 89 34} should be here: 19, 32 in quadrant 1
Robot {71 102 -89 37} should be here: 59, 94 in quadrant 4
Robot {49 10 58 -31} should be here: 92, 0 in quadrant 3
Robot {1 83 -85 25} should be here: 86, 8 in quadrant 3
Robot {59 80 -8 -75} should be here: 67, 99 in quadrant 4
Robot {50 13 27 -82} should be here: 23, 53 in quadrant 2
Robot {28 79 8 28} should be here: 20, 98 in quadrant 2
Robot {4 7 38 56} should be here: 67, 45 in quadrant 3
Robot {76 99 26 -51} should be here: 50, 46
Robot {4 76 77 -27} should be here: 28, 54 in quadrant 2
Robot {18 9 44 -4} should be here: 75, 21 in quadrant 3
Robot {7 29 60 -26} should be here: 48, 4 in quadrant 1
Robot {96 7 33 41} should be here: 63, 90 in quadrant 4
Robot {27 79 15 -25} should be here: 12, 51
Robot {92 36 -19 47} should be here: 10, 101 in quadrant 2
Robot {45 102 -22 -93} should be here: 67, 72 in quadrant 4
Robot {31 32 -72 -27} should be here: 2, 10 in quadrant 1
Robot {8 73 -73 8} should be here: 81, 49 in quadrant 3
Robot {29 39 -6 -64} should be here: 35, 25 in quadrant 1
Robot {68 46 -97 8} should be here: 64, 22 in quadrant 3
Robot {31 99 46 -80} should be here: 86, 30 in quadrant 3
Robot {90 50 19 61} should be here: 71, 73 in quadrant 4
Robot {79 100 98 52} should be here: 82, 47 in quadrant 3
Robot {63 57 34 -3} should be here: 29, 66 in quadrant 2
Robot {39 83 -30 -29} should be here: 69, 67 in quadrant 4
Robot {2 4 32 10} should be here: 71, 77 in quadrant 4
Robot {49 95 -26 15} should be here: 75, 50 in quadrant 3
Robot {60 65 -74 43} should be here: 33, 39 in quadrant 1
Robot {74 73 -89 -79} should be here: 62, 1 in quadrant 3
Robot {42 66 -85 10} should be here: 26, 36 in quadrant 1
Robot {94 0 -6 5} should be here: 100, 88 in quadrant 4
Robot {92 89 25 -32} should be here: 67, 82 in quadrant 4
Robot {67 26 -56 -21} should be here: 22, 89 in quadrant 2
Robot {79 53 13 47} should be here: 66, 15 in quadrant 3
Robot {65 78 -3 1} should be here: 68, 75 in quadrant 4
Robot {49 74 36 -45} should be here: 13, 3 in quadrant 1
Robot {76 39 -99 23} should be here: 74, 73 in quadrant 4
Robot {87 62 47 -7} should be here: 40, 83 in quadrant 2
Robot {16 82 -85 44} should be here: 0, 53 in quadrant 2
Robot {38 64 49 39} should be here: 90, 50 in quadrant 3
Robot {46 22 -44 -21} should be here: 90, 85 in quadrant 4
Robot {93 55 96 -68} should be here: 98, 53 in quadrant 4
Robot {12 17 -87 -34} should be here: 99, 16 in quadrant 3
Robot {90 2 -98 29} should be here: 87, 18 in quadrant 3
Robot {47 64 50 5} should be here: 98, 49 in quadrant 3
Robot {82 21 48 -81} should be here: 34, 58 in quadrant 2
Robot {4 87 53 32} should be here: 52, 94 in quadrant 4
Robot {23 43 8 -42} should be here: 15, 66 in quadrant 2
Robot {7 72 -61 46} should be here: 68, 37 in quadrant 3
Robot {58 53 -37 8} should be here: 95, 29 in quadrant 3
Robot {89 9 33 75} should be here: 56, 93 in quadrant 4
Robot {14 30 20 8} should be here: 95, 6 in quadrant 3
Robot {26 35 -3 60} should be here: 29, 61 in quadrant 2
Robot {1 44 -98 -34} should be here: 99, 43 in quadrant 3
Robot {7 61 -91 -84} should be here: 98, 4 in quadrant 3
Robot {40 96 -80 -19} should be here: 19, 50 in quadrant 1
Robot {71 28 11 -88} should be here: 60, 86 in quadrant 4
Robot {61 78 55 93} should be here: 6, 5 in quadrant 1
Robot {51 36 -59 19} should be here: 9, 82 in quadrant 2
Robot {19 88 -20 -44} should be here: 39, 14 in quadrant 1
Robot {42 4 -22 98} should be here: 64, 19 in quadrant 3
Robot {81 35 -69 73} should be here: 49, 22 in quadrant 1
Robot {96 95 97 52} should be here: 100, 42 in quadrant 3
Robot {43 49 19 -80} should be here: 24, 83 in quadrant 2
Robot {97 70 -98 -56} should be here: 94, 32 in quadrant 3
Robot {53 38 56 15} should be here: 98, 96 in quadrant 4
Robot {18 33 -11 34} should be here: 29, 34 in quadrant 1
Robot {64 63 -39 -56} should be here: 2, 25 in quadrant 1
Robot {94 83 -39 90} should be here: 32, 19 in quadrant 1
Robot {4 36 60 -57} should be here: 45, 1 in quadrant 1
Robot {34 5 -86 -47} should be here: 19, 43 in quadrant 1
Robot {31 80 -77 -52} should be here: 7, 30 in quadrant 1
Robot {81 73 5 -82} should be here: 76, 10 in quadrant 3
Robot {54 56 57 73} should be here: 98, 43 in quadrant 3
Robot {42 91 -20 -27} should be here: 62, 69 in quadrant 4
Robot {0 6 -48 -93} should be here: 48, 79 in quadrant 2
Robot {48 26 92 -39} should be here: 57, 40 in quadrant 3
Robot {62 86 -80 -14} should be here: 41, 25 in quadrant 1
Robot {5 24 2 43} should be here: 3, 101 in quadrant 2
Robot {99 69 -91 -83} should be here: 89, 9 in quadrant 3
Robot {26 85 73 25} should be here: 54, 10 in quadrant 3
Robot {54 56 -8 -7} should be here: 62, 77 in quadrant 4
Robot {2 1 60 90} should be here: 43, 40 in quadrant 1
